"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","...17","...18","...19","...20","...21","Rank","Value","Age"
"Giselbert","Pickring","Male",94,"1959-07-28","Tax Accountant","Manufacturing","Affluent Customer","N","Yes",20,"653 2nd Park",2766,"NSW","Australia",8,0.88,1.1,1.375,1.375,662,662,0.711875,61
"Lisette","Davers","Female",59,"1940-10-26","Developer III","Health","High Net Worth","N","No",17,"504 Stuart Pass",2130,"NSW","Australia",11,0.4,0.4,0.5,0.5,662,662,0.711875,80
"Xenia","Maleck","Female",41,"1960-02-14","VP Product Management","Telecommunications","Mass Customer","N","No",12,"5 Southridge Hill",3029,"VIC","Australia",7,0.89,0.89,0.89,0.7565,666,666,0.71,60
"Essie","Withur","Female",42,"1941-02-26","Director of Sales","Financial Services","High Net Worth","N","No",19,"539 Graceland Pass",3444,"VIC","Australia",7,0.78,0.78,0.78,0.78,668,668,0.7055,79
"Ted","Izacenko","Male",3,"1959-08-01","Librarian","Entertainment","High Net Worth","N","No",9,"2 Shasta Place",3130,"VIC","Australia",10,1.07,1.07,1.3375,1.3375,668,668,0.7055,61
"Nixie","Shoesmith","Female",45,"1956-12-04","Junior Executive","Retail","Affluent Customer","N","No",12,"77608 Donald Center",4516,"QLD","Australia",6,0.87,0.87,0.87,0.87,672,672,0.70390625,64
"Briana","Trill","Female",5,"1944-03-18","Health Coach III","Health","High Net Worth","N","No",11,"0433 La Follette Road",2137,"NSW","Australia",11,0.87,0.87,1.0875,1.0875,672,672,0.70390625,76
"Cobbie","Bruyett","Male",20,"1956-03-19","Associate Professor","n/a","Mass Customer","N","Yes",20,"8593 Prairie Rose Way",2500,"NSW","Australia",8,1.1,1.375,1.375,1.16875,674,674,0.703125,64
"Wrennie","Dwelly","Female",23,"1940-03-11","Operator","Manufacturing","Mass Customer","N","No",18,"179 Carey Terrace",3020,"VIC","Australia",9,0.67,0.67,0.8375,0.711875,674,674,0.703125,80
"Sibylla","Kibble","Female",73,"1962-08-05","Pharmacist","Health","High Net Worth","N","No",12,"3 Ruskin Hill",2122,"NSW","Australia",9,0.66,0.66,0.825,0.825,676,676,0.70125,58
"Kariotta","Naper","Female",8,"1952-04-07","VP Sales","Health","Mass Customer","N","No",21,"87 Crescent Oaks Alley",2756,"NSW","Australia",10,0.46,0.46,0.575,0.48875,676,676,0.70125,68
"Wylie","Huntingdon","Male",99,"1966-08-11","VP Quality Control","Financial Services","Mass Customer","N","No",15,"08822 Duke Road",2763,"NSW","Australia",8,0.95,0.95,1.1875,1.009375,676,676,0.70125,54
"Lizbeth","Garvan","Female",36,"1996-09-06","Structural Analysis Engineer","Health","Mass Customer","N","No",4,"5 Schurz Street",2141,"NSW","Australia",9,0.96,0.96,1.2,1.02,676,676,0.70125,24
"Averil","Ackery","Male",93,"1970-09-09","Sales Representative","Retail","Mass Customer","N","Yes",7,"344 Darwin Junction",2093,"NSW","Australia",12,0.98,1.225,1.53125,1.3015625,676,676,0.70125,50
"Myrtie","Ostrich","Female",70,"1996-06-18","VP Quality Control","Property","Affluent Customer","N","Yes",9,"320 Acker Drive",2251,"NSW","Australia",7,0.73,0.9125,0.9125,0.9125,676,676,0.70125,24
"Ross","Vidgen","Male",17,"1947-12-28","VP Sales","Retail","Affluent Customer","N","No",12,"2874 Bay Hill",4032,"QLD","Australia",9,0.95,0.95,1.1875,1.1875,682,682,0.7,73
"Sibby","Skinner","Female",25,"1981-05-05","Accountant IV","Manufacturing","Mass Customer","N","Yes",12,"3 Sunbrook Alley",4178,"QLD","Australia",7,0.67,0.8375,0.8375,0.711875,682,682,0.7,39
"Selle","Casper","Female",98,"1978-03-27","Social Worker","Health","Mass Customer","N","Yes",10,"34 Jay Hill",2880,"NSW","Australia",1,0.96,1.2,1.5,1.275,684,684,0.7,42
"Andrew","Froment","Male",58,"1977-07-19","Office Assistant IV","Retail","High Net Worth","N","No",7,"78 Bluestem Road",3860,"VIC","Australia",2,1.03,1.03,1.03,1.03,684,684,0.7,43
"Maurizia","Ritmeyer","Female",95,"1980-04-09","Teacher","Entertainment","Mass Customer","N","Yes",3,"0 Express Lane",2142,"NSW","Australia",6,0.96,1.2,1.5,1.275,684,684,0.7,40
"Keenan","Moriarty","Male",67,"1994-12-23","Actuary","Financial Services","Mass Customer","N","Yes",2,"077 Hansons Point",4075,"QLD","Australia",8,0.58,0.725,0.725,0.61625,684,684,0.7,26
"Davide","Senten","Male",22,"1941-02-23","Accounting Assistant II","Manufacturing","Mass Customer","N","No",11,"23737 Bartillon Street",2171,"NSW","Australia",9,0.54,0.54,0.675,0.57375,688,688,0.697,79
"Renie","Fiveash","Female",92,"1992-10-10","Occupational Therapist","Health","High Net Worth","N","No",16,"2 Anniversary Trail",4508,"QLD","Australia",4,0.68,0.68,0.85,0.85,688,688,0.697,28
"Debby","Balmadier","Female",53,"1992-06-24","Administrative Assistant II","Financial Services","Affluent Customer","N","Yes",5,"738 Spaight Drive",3216,"VIC","Australia",8,0.42,0.525,0.525,0.525,691,691,0.690625,28
"Harvey","Dwelley","Male",70,"1973-08-30","Help Desk Technician","Financial Services","Affluent Customer","N","No",18,"59846 2nd Pass",2077,"NSW","Australia",9,0.6,0.6,0.75,0.75,691,691,0.690625,47
"Patrice","Pariss","Male",96,"1954-06-15","VP Accounting","Financial Services","Mass Customer","N","No",9,"3745 Thierer Trail",4078,"QLD","Australia",5,0.54,0.54,0.675,0.57375,691,691,0.690625,66
"Gardiner","Gypps","Male",91,"1991-06-01","VP Product Management","Retail","Mass Customer","N","Yes",13,"1 Elgar Alley",2166,"NSW","Australia",9,0.87,1.0875,1.359375,1.15546875,691,691,0.690625,29
"Cathleen","Le Teve","Female",75,"1950-11-06","Recruiting Manager","n/a","High Net Worth","N","No",18,"32834 Caliangt Way",4211,"QLD","Australia",3,0.9,0.9,0.9,0.9,691,691,0.690625,70
"Josepha","Clamp","Female",12,"1961-11-03","Marketing Manager","n/a","High Net Worth","N","No",12,"2 Harper Junction",2069,"NSW","Australia",12,0.9,0.9,1.125,1.125,698,698,0.69,59
"Jillane","Simion","Female",8,"1974-07-03","VP Marketing","Manufacturing","High Net Worth","N","No",7,"7 Caliangt Street",4209,"QLD","Australia",3,0.98,0.98,0.98,0.98,700,700,0.6875,46
"Lynnell","Shoesmith","Female",44,"1981-01-29","Occupational Therapist","Health","High Net Worth","N","Yes",7,"5331 Ilene Parkway",2560,"NSW","Australia",8,0.7,0.875,0.875,0.875,700,700,0.6875,40
"Ferdinand","Billie","Male",97,"1965-09-04","Chemical Engineer","Manufacturing","Mass Customer","N","No",6,"660 Carey Avenue",2759,"NSW","Australia",8,0.4,0.4,0.5,0.425,700,700,0.6875,55
"Emeline","Vezey","Female",37,"1953-08-07","Dental Hygienist","Health","Affluent Customer","N","Yes",19,"2 Golden Leaf Parkway",3759,"VIC","Australia",7,0.88,1.1,1.1,1.1,700,700,0.6875,67
"Cissiee","Baylis","Female",99,"1951-07-22","Cost Accountant","Financial Services","High Net Worth","N","No",16,"18 Dottie Park",2230,"NSW","Australia",11,0.6,0.6,0.75,0.75,700,700,0.6875,69
"Roldan","Raybould","Male",27,"1975-11-18","Actuary","Financial Services","Mass Customer","N","No",11,"85 Badeau Pass",3158,"VIC","Australia",8,1.01,1.01,1.01,0.8585,700,700,0.6875,45
"Barth","Weare","Male",18,"1946-08-22","Clinical Specialist","Health","Mass Customer","N","Yes",8,"784 Lotheville Court",2541,"NSW","Australia",5,0.75,0.9375,0.9375,0.796875,708,708,0.68,74
"Alta","Pithcock","Female",64,"1999-11-18","GIS Technical Architect","Financial Services","Mass Customer","N","No",2,"57568 Northview Junction",2141,"NSW","Australia",7,0.54,0.54,0.54,0.459,708,708,0.68,21
"Marc","Keunemann","Male",57,"1972-09-04","Dental Hygienist","Health","Affluent Customer","N","Yes",14,"283 Golf View Lane",2747,"NSW","Australia",8,0.43,0.5375,0.5375,0.5375,708,708,0.68,48
"Bertine","Smalles","Female",85,"1983-12-10","VP Quality Control","Financial Services","Mass Customer","N","Yes",9,"7 Johnson Hill",3028,"VIC","Australia",8,0.64,0.8,1,0.85,708,708,0.68,37
"Wilbert","O'Loughnan","Male",14,"1983-05-18","Paralegal","Financial Services","Mass Customer","N","Yes",6,"22580 Doe Crossing Drive",4055,"QLD","Australia",9,0.59,0.7375,0.921875,0.78359375,708,708,0.68,37
"Seymour","Fellibrand","Male",28,"1971-10-11","Structural Analysis Engineer","n/a","Affluent Customer","N","Yes",18,"96081 Lakewood Hill",4650,"QLD","Australia",2,0.75,0.9375,0.9375,0.9375,708,708,0.68,49
"Miran","Runchman","Female",47,"1975-07-09","Nurse","Retail","Mass Customer","N","No",17,"6634 Old Gate Parkway",4304,"QLD","Australia",3,0.83,0.83,0.83,0.7055,708,708,0.68,45
"Dorotea","Fenwick","Female",74,"1950-10-12","Nurse","Financial Services","High Net Worth","N","No",12,"72 Lukken Crossing",2016,"NSW","Australia",11,0.99,0.99,1.2375,1.2375,715,715,0.67734375,70
"Jenny","Massy","Female",82,"1963-10-16","Project Manager","Telecommunications","Mass Customer","N","Yes",10,"6 Meadow Ridge Pass",2470,"NSW","Australia",2,0.94,1.175,1.46875,1.2484375,715,715,0.67734375,57
"Hyman","Petrolli","Male",8,"1965-09-09","Senior Sales Associate","n/a","Affluent Customer","N","Yes",4,"290 Menomonie Circle",3782,"VIC","Australia",7,0.59,0.7375,0.7375,0.7375,715,715,0.67734375,55
"Beatrix","McGivena","Female",26,"1966-10-18","Assistant Manager","Health","Mass Customer","N","Yes",9,"6 Sutherland Parkway",4879,"QLD","Australia",10,0.6,0.75,0.9375,0.796875,715,715,0.67734375,54
"Nalani","Hallad","Female",15,"1999-11-30","Environmental Specialist","Health","Affluent Customer","N","Yes",9,"1 Oriole Crossing",3184,"VIC","Australia",9,0.93,1.1625,1.453125,1.453125,719,719,0.675,21
"Inglebert","Butland","Male",71,"1966-01-30","Actuary","Financial Services","Mass Customer","N","Yes",7,"51837 Canary Center",2114,"NSW","Australia",9,0.74,0.925,1.15625,0.9828125,719,719,0.675,55
"Brendis","Pineaux","Male",12,"1978-01-15","Mechanical Systems Engineer","Manufacturing","Mass Customer","N","No",5,"43030 Carberry Way",2560,"NSW","Australia",4,0.77,0.77,0.77,0.6545,719,719,0.675,43
"Jaimie","Lancastle","Male",71,"1972-10-23","VP Marketing","n/a","Mass Customer","N","Yes",5,"0 Bay Drive",2750,"NSW","Australia",8,0.88,1.1,1.1,0.935,722,722,0.6715,48
"Glendon","Malham","Male",36,"1965-08-21","Web Designer I","Manufacturing","Mass Customer","N","No",17,"6 Anzinger Pass",3030,"VIC","Australia",6,0.83,0.83,0.83,0.7055,722,722,0.6715,55
"Calida","Schaben","Female",54,"1969-03-06","Recruiting Manager","n/a","Mass Customer","N","Yes",10,"1861 Chive Court",2199,"NSW","Australia",9,1.04,1.3,1.625,1.38125,725,725,0.669375,51
"Hallsy","Voysey","Male",83,"1970-03-11","Business Systems Development Analyst","n/a","Mass Customer","N","No",16,"9 Westerfield Point",3437,"VIC","Australia",9,0.72,0.72,0.9,0.765,725,725,0.669375,50
"Lanny","Currall","Male",37,"1997-10-23","Developer IV","n/a","High Net Worth","N","Yes",9,"3 Redwing Center",2209,"NSW","Australia",10,0.99,1.2375,1.546875,1.546875,725,725,0.669375,23
"Son","Varney","Male",75,"1993-11-02","Analog Circuit Design manager","Property","Mass Customer","N","Yes",10,"189 Bayside Court",2480,"NSW","Australia",7,0.61,0.7625,0.7625,0.648125,725,725,0.669375,27
"Bartram","Caltun","Male",28,"1956-09-15","Internal Auditor","Health","Affluent Customer","N","Yes",12,"174 Farwell Point",2121,"NSW","Australia",11,1.1,1.375,1.71875,1.71875,725,725,0.669375,64
"Halette","Borsi","Female",60,"1961-12-10","Research Nurse","Health","Affluent Customer","N","Yes",16,"356 Pennsylvania Point",2128,"NSW","Australia",9,0.43,0.5375,0.671875,0.671875,725,725,0.669375,59
"Killie","Densie","Male",87,"1997-03-28","Environmental Tech","IT","Mass Customer","N","Yes",11,"62 Dryden Junction",2042,"NSW","Australia",10,0.53,0.6625,0.828125,0.70390625,731,731,0.6640625,23
"Mandi","Adamsson","Female",40,"1992-04-07","Programmer Analyst I","Manufacturing","Mass Customer","N","Yes",5,"25 Westerfield Road",4165,"QLD","Australia",5,0.8,1,1,0.85,731,731,0.6640625,28
"Kylila","Basezzi","Female",94,"1945-06-11","Assistant Manager","n/a","Mass Customer","N","Yes",9,"64 Armistice Point",4217,"QLD","Australia",9,0.75,0.9375,1.171875,0.99609375,733,733,0.6625,75
"Yardley","Matten","Male",35,"1991-03-06","Junior Executive","Financial Services","Mass Customer","N","No",15,"74 Everett Court",4408,"QLD","Australia",2,0.91,0.91,0.91,0.7735,733,733,0.6625,29
"Shepperd","Leonards","Male",17,"1981-04-14","Chemical Engineer","Manufacturing","Mass Customer","N","Yes",5,"38 Nobel Lane",2147,"NSW","Australia",9,1.04,1.3,1.625,1.38125,733,733,0.6625,39
"Hamel","Curzey","Male",11,"1990-04-04","Structural Engineer","n/a","Mass Customer","N","Yes",9,"6936 Homewood Avenue",4000,"QLD","Australia",7,0.71,0.8875,0.8875,0.754375,733,733,0.6625,30
"Fancie","Woofendell","Female",68,"1966-09-17","Research Nurse","Health","Mass Customer","N","Yes",6,"8 Crowley Center",4212,"QLD","Australia",7,0.69,0.8625,0.8625,0.733125,733,733,0.6625,54
"Zebulen","Emtage","Male",52,"1963-09-01","Senior Developer","n/a","High Net Worth","N","Yes",17,"44 Ronald Regan Parkway",4352,"QLD","Australia",7,1.09,1.3625,1.3625,1.3625,733,733,0.6625,57
"Micheil","Fleote","Male",48,"1975-09-20","Civil Engineer","Manufacturing","High Net Worth","N","No",16,"174 Lotheville Crossing",2093,"NSW","Australia",9,1.09,1.09,1.3625,1.3625,739,739,0.66,45
"Cecily","Faircley","Female",42,"1947-06-12","Accountant IV","IT","Affluent Customer","N","Yes",19,"8 Bluejay Road",4301,"QLD","Australia",1,0.47,0.5875,0.5875,0.5875,739,739,0.66,73
"Sinclair","Wark","Male",68,"1974-02-21","Financial Analyst","Financial Services","Mass Customer","N","Yes",11,"44 Thompson Center",2134,"NSW","Australia",9,0.73,0.9125,1.140625,0.96953125,741,741,0.65875,46
"Tomaso","Horsley","Male",97,"2001-04-16","Junior Executive","Financial Services","Mass Customer","N","Yes",10,"70360 Onsgard Plaza",3977,"VIC","Australia",6,0.97,1.2125,1.515625,1.28828125,741,741,0.65875,19
"Gilli","Christophers","Female",70,"1948-03-02","Database Administrator IV","Property","Affluent Customer","N","Yes",17,"53870 Jay Pass",4575,"QLD","Australia",9,0.45,0.5625,0.703125,0.703125,744,744,0.65625,72
"Errick","Burgin","Male",87,"1998-08-19","Professor","Entertainment","Mass Customer","N","No",11,"417 Killdeer Alley",2650,"NSW","Australia",2,0.95,0.95,1.1875,1.009375,744,744,0.65625,22
"Damian","Renard","Male",43,"1976-07-19","Software Consultant","Retail","Affluent Customer","N","No",8,"28 Prentice Trail",2155,"NSW","Australia",10,0.93,0.93,1.1625,1.1625,744,744,0.65625,44
"Agnola","Batterson","Female",86,"1980-01-03","Physical Therapy Assistant","Financial Services","Mass Customer","N","No",7,"216 Bultman Park",4305,"QLD","Australia",3,0.47,0.47,0.5875,0.499375,747,747,0.6545,41
"Riki","Wandtke","Female",25,"1962-05-12","Librarian","Entertainment","Mass Customer","N","Yes",5,"435 Mitchell Street",4115,"QLD","Australia",7,0.65,0.8125,0.8125,0.690625,748,748,0.65078125,58
"Phyllis","Wibberley","Female",7,"1971-01-10","Web Designer IV","Retail","Affluent Customer","N","No",11,"03 Bellgrove Avenue",2066,"NSW","Australia",12,1.04,1.04,1.3,1.3,750,750,0.65,50
"Burt","Vasechkin","Male",33,"1950-04-15","Senior Sales Associate","Retail","Mass Customer","N","Yes",20,"89100 Rusk Crossing",3338,"VIC","Australia",2,0.84,1.05,1.05,0.8925,751,751,0.648125,70
"Frederigo","Cribbott","Male",35,"1965-03-15","Social Worker","Health","Mass Customer","N","No",16,"42280 Namekagon Crossing",2140,"NSW","Australia",8,0.98,0.98,0.98,0.833,754,754,0.646,55
"Glenda","Eliet","Female",87,"1974-06-17","Quality Control Specialist","n/a","Mass Customer","N","No",12,"1 Fordem Way",3844,"VIC","Australia",7,0.95,0.95,1.1875,1.009375,755,755,0.64,46
"Cal","Van den Velde","Male",22,"1996-03-18","Senior Sales Associate","Financial Services","Affluent Customer","N","Yes",6,"77916 Moland Park",3174,"VIC","Australia",6,0.78,0.975,0.975,0.975,755,755,0.64,24
"Stephani","Sidsaff","Female",32,"1973-09-29","Senior Quality Engineer","Financial Services","Mass Customer","N","Yes",6,"00 Southridge Avenue",2036,"NSW","Australia",11,0.7,0.875,1.09375,0.9296875,755,755,0.64,47
"Meade","Bampton","Male",69,"1982-04-25","Health Coach III","Health","High Net Worth","N","No",17,"7870 Stuart Crossing",2090,"NSW","Australia",7,0.87,0.87,0.87,0.87,755,755,0.64,38
"Petr","Westman","Male",5,"1987-11-02","Nurse Practicioner","Property","Mass Customer","N","No",7,"98454 Dapin Park",4556,"QLD","Australia",7,0.95,0.95,0.95,0.8075,760,760,0.6375,33
"Yorgos","Dewhurst","Male",6,"1950-09-09","Software Consultant","Argiculture","Affluent Customer","N","No",16,"4 Talmadge Road",4701,"QLD","Australia",1,0.67,0.67,0.67,0.67,760,760,0.6375,70
"Simmonds","Bapty","Male",52,"2002-01-04","Junior Executive","Financial Services","Affluent Customer","N","No",8,"47 Susan Park",2025,"NSW","Australia",12,0.93,0.93,1.1625,1.1625,760,760,0.6375,19
"Cazzie","Stanwix","Male",37,"1960-10-01","Research Assistant IV","Manufacturing","High Net Worth","N","Yes",11,"6026 Mallory Drive",4561,"QLD","Australia",7,0.98,1.225,1.225,1.225,760,760,0.6375,60
"Geoff","Gwillym","Male",89,"1999-02-22","Clinical Specialist","Health","Affluent Customer","N","No",8,"1 Eliot Plaza",2323,"NSW","Australia",4,0.97,0.97,1.2125,1.2125,760,760,0.6375,21
"Deirdre","Sturgeon","Female",11,"1965-12-22","VP Sales","Retail","Mass Customer","N","Yes",9,"7 Sycamore Terrace",2232,"NSW","Australia",10,0.86,1.075,1.34375,1.1421875,760,760,0.6375,55
"Juliann","Siemantel","Female",86,"1947-12-15","Librarian","Entertainment","Mass Customer","N","No",22,"28 Parkside Park",3046,"VIC","Australia",8,0.87,0.87,1.0875,0.924375,760,760,0.6375,73
"Janaye","Eade","Female",23,"1984-12-13","Chief Design Engineer","Health","Affluent Customer","N","No",4,"2782 Northridge Street",2420,"NSW","Australia",3,0.96,0.96,0.96,0.96,760,760,0.6375,36
"Dylan","Stranio","Male",47,"1953-04-02","Project Manager","Manufacturing","High Net Worth","N","Yes",9,"3662 Beilfuss Lane",2170,"NSW","Australia",8,1.05,1.3125,1.3125,1.3125,773,773,0.63,67
"Mel","Rochford","Female",11,"1989-07-23","Assistant Professor","Retail","Mass Customer","N","Yes",4,"56334 Vera Crossing",3013,"VIC","Australia",9,0.87,1.0875,1.359375,1.15546875,774,774,0.626875,31
"Elvin","Trayhorn","Male",46,"1993-06-02","VP Accounting","Financial Services","High Net Worth","N","No",10,"79 Sheridan Point",2231,"NSW","Australia",10,0.5,0.5,0.625,0.625,774,774,0.626875,27
"Sonni","Milligan","Female",73,"1988-03-05","Budget/Accounting Analyst III","Retail","Mass Customer","N","Yes",14,"04769 Dahle Plaza",3170,"VIC","Australia",9,0.62,0.775,0.96875,0.8234375,774,774,0.626875,32
"Kellina","Haygreen","Female",38,"1966-01-19","Librarian","Entertainment","Affluent Customer","N","No",18,"5731 Bunker Hill Lane",2046,"NSW","Australia",10,0.64,0.64,0.8,0.8,778,778,0.625,55
"Therese","Brotherhood","Female",30,"1981-07-28","Food Chemist","Health","Mass Customer","N","No",10,"25044 Bay Avenue",2042,"NSW","Australia",10,0.95,0.95,1.1875,1.009375,780,780,0.62421875,39
"Pansie","Beccero","Female",35,"1964-07-07","Software Test Engineer I","Financial Services","Affluent Customer","N","Yes",10,"315 Hudson Road",4818,"QLD","Australia",5,0.64,0.8,0.8,0.8,782,782,0.6205,56
"Reinaldos","Simmig","Male",55,"1955-01-15","Nurse Practicioner","Manufacturing","High Net Worth","N","No",8,"6112 Mariners Cove Park",3147,"VIC","Australia",10,0.58,0.58,0.725,0.725,782,782,0.6205,66
"Calhoun","Mussington","Male",98,"1992-10-13","Dental Hygienist","Health","Mass Customer","N","No",12,"176 Fallview Plaza",2019,"NSW","Australia",9,0.57,0.57,0.7125,0.605625,782,782,0.6205,28
"Winn","Wells","Male",66,"1994-04-12","Analyst Programmer","Manufacturing","Affluent Customer","N","No",9,"544 Pawling Road",2230,"NSW","Australia",10,0.68,0.68,0.85,0.85,785,785,0.62,26
"Rafi","Brettelle","Male",89,"1956-08-12","Operator","Health","High Net Worth","N","No",6,"11 Brickson Park Alley",2166,"NSW","Australia",10,0.99,0.99,1.2375,1.2375,786,786,0.61625,64
"Verne","Loalday","Male",1,"1982-03-20","Marketing Assistant","IT","High Net Worth","N","No",7,"598 Memorial Place",2082,"NSW","Australia",10,0.92,0.92,1.15,1.15,788,788,0.6125,38
"Eleonora","Wiszniewski","Female",49,"1980-04-23","Financial Advisor","Financial Services","Affluent Customer","N","No",9,"6227 Quincy Terrace",4740,"QLD","Australia",2,0.74,0.74,0.74,0.74,788,788,0.6125,40
"Fayre","Brannigan","Female",32,"1992-10-13","Geological Engineer","Manufacturing","Mass Customer","N","Yes",9,"31351 Sunbrook Place",2234,"NSW","Australia",10,1.1,1.375,1.71875,1.4609375,788,788,0.6125,28
"Eachelle","Noirel","Female",93,"1974-01-26","Registered Nurse","Health","Affluent Customer","N","Yes",11,"80 Schiller Center",2292,"NSW","Australia",6,0.83,1.0375,1.296875,1.296875,791,791,0.612,47
"Carl","Troyes","Male",4,"1973-03-12","Associate Professor","Property","Mass Customer","N","No",7,"1217 Melody Alley",3109,"VIC","Australia",10,0.54,0.54,0.675,0.57375,791,791,0.612,47
"Cordie","Brankley","Female",79,"1954-09-21","Librarian","Entertainment","High Net Worth","N","No",18,"46 Westerfield Place",2195,"NSW","Australia",6,0.71,0.71,0.71,0.71,793,793,0.6109375,66
"Jackie","Pays","Male",21,"1955-11-09","Developer I","Health","Mass Customer","N","No",9,"75024 Ronald Regan Hill",2135,"NSW","Australia",12,0.54,0.54,0.675,0.57375,794,794,0.605625,65
"Carroll","Schlagman","Female",61,"1951-08-25","Clinical Specialist","Health","Affluent Customer","N","No",13,"15 Fisk Road",2099,"NSW","Australia",9,0.45,0.45,0.5625,0.5625,795,795,0.6035,69
"Frans","Idale","Male",1,"1969-10-03","Nurse","Manufacturing","Mass Customer","N","No",10,"96 Hermina Place",4350,"QLD","Australia",2,0.44,0.44,0.44,0.374,795,795,0.6035,51
"Amara","Clow","Female",47,"1966-11-17","Biostatistician IV","Financial Services","Mass Customer","N","Yes",13,"99376 Namekagon Street",3101,"VIC","Australia",12,0.55,0.6875,0.859375,0.73046875,797,797,0.6,54
"Anthony","Morison","Male",7,"1938-06-08","General Manager","Health","Mass Customer","N","No",12,"276 Derek Circle",2759,"NSW","Australia",9,0.68,0.68,0.85,0.7225,797,797,0.6,82
"Cherye","Stanfield","Female",0,"1981-07-05","Environmental Tech","Manufacturing","Affluent Customer","N","No",13,"56766 Mariners Cove Place",2256,"NSW","Australia",9,0.4,0.4,0.5,0.5,797,797,0.6,39
"Ansell","Tolhurst","Male",77,"1949-08-11","Chemical Engineer","Manufacturing","Affluent Customer","N","No",22,"13 Montana Place",2232,"NSW","Australia",10,0.67,0.67,0.8375,0.8375,797,797,0.6,71
"Rosene","Beckey","Female",25,"1974-05-21","Account Executive","Health","Mass Customer","N","Yes",14,"02463 Portage Center",2107,"NSW","Australia",11,0.7,0.875,1.09375,0.9296875,801,801,0.59765625,46
"Darlleen","Shalcras","Female",77,"1980-09-14","Health Coach I","Health","Mass Customer","N","No",11,"383 Graceland Avenue",2010,"NSW","Australia",10,0.9,0.9,1.125,0.95625,801,801,0.59765625,40
"Bryon","Goundry","Male",79,"1951-02-05","Marketing Manager","Manufacturing","Mass Customer","N","No",21,"005 Kensington Street",4165,"QLD","Australia",5,0.69,0.69,0.69,0.5865,804,804,0.595,70
"Sherwin","Minocchi","Male",71,"1947-07-13","Project Manager","n/a","Mass Customer","N","Yes",11,"1 Alpine Crossing",2536,"NSW","Australia",8,0.88,1.1,1.1,0.935,804,804,0.595,73
"Luci","Dyter","Female",12,"1952-05-30","Software Test Engineer I","Manufacturing","High Net Worth","N","No",20,"2 Namekagon Trail",3981,"VIC","Australia",7,0.49,0.49,0.49,0.49,804,804,0.595,68
"Sloan","Pudney","Male",83,"1964-11-10","Junior Executive","Financial Services","Affluent Customer","N","No",16,"6771 Pleasure Terrace",4557,"QLD","Australia",9,0.62,0.62,0.775,0.775,804,804,0.595,56
"Otes","Elegood","Male",67,"1940-11-25","Programmer III","Financial Services","High Net Worth","N","No",21,"2632 Del Mar Point",2226,"NSW","Australia",11,0.69,0.69,0.8625,0.8625,808,808,0.595,80
"Davie","Blay","Male",94,"1985-12-19","Financial Analyst","Financial Services","Mass Customer","N","No",8,"7021 5th Alley",2770,"NSW","Australia",7,0.67,0.67,0.8375,0.711875,808,808,0.595,35
"Meade","McReedy","Female",94,"1968-11-23","Safety Technician IV","Financial Services","Affluent Customer","N","Yes",9,"04153 Johnson Point",2193,"NSW","Australia",10,0.67,0.8375,1.046875,1.046875,810,810,0.5875,52
"Rikki","Chaffey","Male",69,"1945-06-11","Chemical Engineer","Manufacturing","Mass Customer","N","No",20,"9 Spohn Way",4127,"QLD","Australia",1,0.45,0.45,0.45,0.3825,810,810,0.5875,75
"Adria","Van den Velde","Female",39,"1978-07-10","Nuclear Power Engineer","Manufacturing","Affluent Customer","N","Yes",9,"6030 Becker Plaza",2261,"NSW","Australia",7,0.46,0.575,0.575,0.575,810,810,0.5875,42
"Maddalena","Hencke","Female",61,"1952-12-09","Help Desk Operator","n/a","High Net Worth","N","No",22,"64037 Swallow Crossing",4170,"QLD","Australia",5,0.67,0.67,0.67,0.67,810,810,0.5875,68
"Rand","Winchcum","Male",34,"2000-04-10","Software Consultant","n/a","Affluent Customer","N","No",3,"4594 Jackson Hill",2146,"NSW","Australia",7,1,1,1,1,810,810,0.5875,20
"Rowen","Sollas","Male",38,"1960-04-23","Dental Hygienist","Health","Mass Customer","N","No",5,"4 Anzinger Street",4556,"QLD","Australia",8,0.87,0.87,0.87,0.7395,817,817,0.5865,60
"Boothe","Hayselden","Male",42,"1940-05-18","Computer Systems Analyst III","Health","Mass Customer","N","Yes",17,"33 Pond Point",2291,"NSW","Australia",10,0.78,0.975,1.21875,1.0359375,817,817,0.5865,80
"Noak","Sleany","Male",1,"1965-05-04","Budget/Accounting Analyst I","Financial Services","Affluent Customer","N","No",17,"1 Roth Plaza",3121,"VIC","Australia",10,0.91,0.91,1.1375,1.1375,817,817,0.5865,55
"Callean","Wass","Male",65,"1988-12-15","GIS Technical Architect","Financial Services","Affluent Customer","N","No",14,"0593 Stoughton Center",3073,"VIC","Australia",8,0.71,0.71,0.71,0.71,820,820,0.584375,32
"Keelby","Sudlow","Male",96,"1988-09-01","Marketing Assistant","Manufacturing","High Net Worth","N","No",12,"8042 Cherokee Court",3163,"VIC","Australia",8,0.43,0.43,0.5375,0.5375,820,820,0.584375,32
"Rodrique","Vernon","Male",70,"1978-08-06","Budget/Accounting Analyst III","Manufacturing","Affluent Customer","N","No",17,"5864 Mcbride Trail",3174,"VIC","Australia",8,0.53,0.53,0.53,0.53,820,820,0.584375,42
